co_seq_unidade_saude,co_seq_distrito,co_seq_tp_logradouro,co_seq_municipio,no_unidade_saude,co_ref_unidade,nu_cnes,no_logradouro,nu_logradouro,cmp_nr_logradouro,no_bairro,nu_cep,nu_telefone,nu_fax,ds_email,dt_hr_ultima_alteracao,aut_ultima_alteracao,dt_hr_registro,aut_registro,nu_telefone_auxiliar
487,,113,501,U.B.S. SALOBRO,00891-01,2454017,Berenice Castelo,458,,Salobro,65609590,(  ),(  ),,20190218121126,hiago,20190218121126,hiago,(  )
488,,113,501,U.B.S. SÃO FRANCISCO,00892-01,2453983,Aluísio Lobo,411,,São Francisco,65600450,(  ),(  ),,20190218121246,hiago,20190218121246,hiago,(  )
489,,36,501,U.B.S. VILA ARIAS,00893-01,5616778,Vila Arias,1015,,Seriema,65602660,(  ),(  ),,20190218121533,hiago,20190218121533,hiago,(  )
490,,36,501,U.B.S. VOLTA REDONDA,00894-01,2453959,Volta Redonda,,,Volta Redonda,65606730,(  ),(  ),,20190218121634,hiago,20190218121634,hiago,(  )
224,,36,593,HOSP. N. SRA. MERCES MATERNO INFANTIL,00541-01,3018172,JOÃO DOS SANTOS MOREIRA,S/N,,CENTRO,65200000,(98)988135669,(  ),MARIAPADRESN@GMAIL.COM,20190219083436,hiago,20170908095401,Implantação,(98)984801563
495,,113,593,U.B.S. CENTRO DE ESPECIALIDADES MEDICA DE PINHEIRO (CEMP),00899-01,,VIRIATO COSTA,00,,CENTRO,65200000,(  ),(  ),,20190219083936,hiago,20190219083936,hiago,(  )
156,,113,548,U.B.S. TRES LAGOS,00717-01,2531526,POV. TRES LAGOS,S/N,,ZONA RURAL,65715000,(  ),(  ),,20190219085851,hiago,20170908095401,Implantação,(  )
496,,0,548,U.B.S. DOMINGOS MEIRELES,00900-01,,R. PRESIDENTE MEDICE,00,,RODOVIARIA,65715000,(  ),(  ),,20190219090132,hiago,20190219090132,hiago,(  )
500,,0,548,U.B.S. ANTÔNIO DE ASSUNÇÃO DE MORAIS,00904-01,,R. CEL. PEDRO BOGEA,00,,MACAUBA,65715000,(  ),(  ),,20190219090519,hiago,20190219090519,hiago,(  )
461,,0,582,U.B.S. NOVA TERRA,00865-01,,AV. CAROLINA,00,,CENTRO,65640000,(  ),(  ),,20210601093326,yago,20190215113216,hiago,(  )
462,,0,582,U.B.S. CENTRO I,00866-01,,AV. CAROLINA,00,,CENTRO,65640000,(  ),(  ),,20210601093348,yago,20190215113342,hiago,(  )
464,,0,582,U.B.S. SÃO FRANCISCO,00868-01,,R. 16,00,,AGROVEMA,65640000,(  ),(  ),,20210601093439,yago,20190215113755,hiago,(  )
465,,0,582,U.B.S. ANTONIO JOSE DE ASSUNÇÃO,00869-01,,POV. COITES,00,,Z. RURAL,65640000,(  ),(  ),,20210601093459,yago,20190215113923,hiago,(  )
466,,0,582,U.B.S. OLHO DAGUA DO NOGA,00870-01,,POV. OLHO DAGUA DO NOGA,00,,Z. RURAL,65640000,(  ),(  ),,20210601093523,yago,20190215114129,hiago,(  )
467,,0,582,U.B.S. PAIOL DO CENTRO,00871-01,,POV. PAIOL DO CENTRO,00,,Z. RURAL,65640000,(  ),(  ),,20210601093545,yago,20190215114525,hiago,(  )
499,,0,548,U.B.S. IRMÃ MARTA,00903-01,,R. JOSEANE  SALES,00,,PLANALTO,65715000,(99)981174187,(  ),,20230510143511,thalyta,20190219090411,hiago,(  )
456,,0,564,U.B.S. MARIA COUTINHO DE ALMADA,00860-01,7713274,R. PRINCIPAL,00,,CENTRO,65645000,(99)988370368,(  ),,20220405123331,yago,20190215105606,hiago,(99)996439959
497,,0,548,U.B.S. MERCEDES CARVALHO LEITE,00901-01,,R. NUNES FREIRE ,00,,VILA ROCHA,65715000,(99)981184844,(  ),UBSMERCEDESCARVALHOLEITE@GMAIL.COM,20230510140216,thalyta,20190219090223,hiago,(  )
501,,0,548,U.B.S. DELICE DIAS DE OLIVEIRA,00905-01,,R. LEONCIO RODRIGUES RODRIGUES,00,,VILA DA PAZ,65715000,(99)991181682,(  ),SAANAPAULA52@GMAIL.COM,20230510143307,thalyta,20190219090634,hiago,(  )
463,,0,582,U.B.S. DARCY MACIEL SILVEIRA,00867-01,,POV. BREJO DE SÃO FELIX,00,,Z. RURAL,65640000,(  ),(  ),,20250306141301,thalyta,20190215113601,hiago,(  )
503,,0,522,U.B.S. GILNEAN CHAVES RIBEIRO,00906-01,,R. ANTONIO ALVES CAVALCANTE,00,,BAIRRO NOVA FORTALEZA,65805000,(  ),(  ),,20190219091346,hiago,20190219091346,hiago,(  )
504,,0,536,U.B.S. JUSSATUBA,00908-01,,POV. JUSSATUBA,00,,Z. RURAL,65651700,(  ),(  ),,20190219092517,hiago,20190219092517,hiago,(  )
506,,0,536,U.B.S. SALGADO,00910-01,,AV. PRINCIPAL,00,,SALGADO,65170000,(  ),(  ),,20190219092909,hiago,20190219092909,hiago,(  )
508,,0,512,U.B.S. BACABALZINHO DOS VIANAS,00912-01,,POV. BACALBAZINHO DOS VIANAS,00,,Z. RURAL,65415000,(  ),(  ),,20190219101614,hiago,20190219101614,hiago,(  )
509,,0,512,MACRO REGIONAL DE COROATA,00913-01,,TRAV. BURITI,122,,TRIZIDELA,65415000,(  ),(  ),,20190219101732,hiago,20190219101732,hiago,(  )
510,,0,512,U.B.S. DR° JOÃO MOTA,00914-01,,R. DA CERAMICA,00,,NOVO AREIAL,65415000,(  ),(  ),,20190219101843,hiago,20190219101843,hiago,(  )
511,,0,512,U.B.S. MAÇARANDUBA,00915-01,,R. SENADOR LEITE,00,,MAÇARANDUBA,65415000,(  ),(  ),,20190219101947,hiago,20190219101947,hiago,(  )
512,,0,512,U.B.S. ZE DO COMBATE,00916-01,,AV. PRINCIPAL,00,,PALMEIRA TORTA,65415000,(  ),(  ),,20190219102120,hiago,20190219102120,hiago,(  )
514,,0,512,CENTRO DE SAUDE COROATA (SESP),00918-01,,TRAV. JANSEN MATOS,00,,CENTRO,65415000,(  ),(  ),,20190219102442,hiago,20190219102442,hiago,(  )
515,,0,512,U.B.S. TRIZIDELA II,00919-01,,R. DA SUCAN,00,,TRIZIDELA,65415000,(  ),(  ),,20190219102532,hiago,20190219102532,hiago,(  )
516,,0,512,U.B.S. ANTONIO MARQUES,00920-01,,AV. CASTELO BRANCO,00,,MOCÓ,65415000,(  ),(  ),,20190219102625,hiago,20190219102625,hiago,(  )
75,,113,502,H.M.N.S DE ASSUNCAO,00595-01,2461641,MARIANO V DE NEGREIROS,S/N,,CENTRO,65260000,(98)981420890,(  ),ALANNEABREU@HOTMAIL.COM,20190219103423,paulo,20170908095401,Implantação,(  )
517,,0,502,U.B.S. NOSSA SENHORA DA CONCEIÇÃO,00921-01,,AV. MARIANO VICTAL DE NEGREIROS,,,CENTRO,65260000,(98)984621762,(  ),ALANNEABREU@HOTMAIL.COM,20190219103751,paulo,20190219103751,paulo,(  )
120,,113,525,SC.MC.DE SAUDE GONÇALVES DIAS,00533-01,7529473,SANTA TEREZINHA,S/N,,CENTRO,6577500,(  ),(  ),,20190219104033,hiago,20170908095401,Implantação,(  )
494,,0,571,U.B.S. NOVO HORIZONTE,00898-01,,R. CAEMA,S/N,,ASST. NOVO HORIZONTE,65936000,(99)984090429,(  ),KLEYANECOSTA@HOTMAIL.COM,20190221101630,paulo,20190218123125,hiago,(  )
492,,0,571,U.B.S. OSVALDO BANDEIRA,00896-01,,R. DO BECO ,00,,CENTRO,65936000,(99)981666747,(  ),EMANUELASF92@GMAIL.COM,20190221101804,paulo,20190218122338,hiago,(  )
491,,0,571,U.B.S. FREI ARISTIDES ARIOLI ,00895-01,,AV. RAIMUNDO BARROS,00,,VL. JOÃO ALBERTO,65936000,(99)984306247,(  ),LANA_MIRANDA_BR@HOTMAIL.COM,20190221101944,paulo,20190218122246,hiago,(  )
513,,0,512,U.B.S. VALDIVINO DA CONCEIÇÃO,00917-01,,R. DO ARAME ,00,,VILA VAVA,65415000,(  ),(  ),,20190325083357,carliane,20190219102326,hiago,(  )
448,,54,627,U.B.S. PIQUIZEIRO,00852-01,,RUA PRINCIPAL,,Z.RURAL,POVOADO PIQUIZEIRO,65929000,(86)994882982,(  ),JENNYLAIS@HOTMAIL.COM,20190219115417,carliane,20190215094500,paulo,(  )
722,,113,619,U.B.S. ELIZONETE FERREIRA LIMA,01140-01,,QUATRO,00,,CENTRO,65730000,(  ),(  ),,20220117093308,yago,20190328113148,paulo,(  )
505,,0,536,U.B.S. CACAUEIRO,00909-01,2309882,AV. BANDEIRA,00,,CENTRO,65170000,(98)984416151,(  ),NIMAFRE@YAHOO.COM.BR,20210820092817,yago,20190219092626,hiago,(  )
507,,113,536,U.B.S. MUTIRÃO,00911-01,,R. 05,00,,MUTIRAO,65170000,(98)996132378,(  ),,20211004121905,yago,20190219093033,hiago,(  )
536,,113,570,U.B.S. CASTELO,00940-01,,POVOADO CASTELO,,,ZONA RURAL,65360000,(98)991297282,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220322094142,yago,20190219115439,paulo,(  )
519,,0,465,U.B.S. JOÃO PERES,00923-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDES@BOL.COM.BR,20220405094804,yago,20190219104916,paulo,(  )
520,,113,465,U.B.S. NOVO HORIZONTE,00924-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405094820,yago,20190219105243,paulo,(  )
521,,113,465,U.B.S. PIRANGI,00925-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405094835,yago,20190219105907,paulo,(  )
522,,113,465,U.B.S. GIQUIRI,00926-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405094858,yago,20190219110140,paulo,(  )
518,,0,465,U.B.S. NOVA CONCEIÇÃO,00922-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405094749,yago,20190219104628,paulo,(  )
523,,113,465,U.B.S. RODEADOR,00927-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405094913,yago,20190219110438,paulo,(  )
524,,113,465,U.B.S. REMANSO,00928-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405094937,yago,20190219110730,paulo,(  )
525,,113,465,U.B.S. JOÃO PERES II,00929-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),,20220405094956,yago,20190219111017,paulo,(  )
526,,113,465,U.B.S. SÃO PAULO,00930-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405095017,yago,20190219111416,paulo,(  )
527,,113,465,U.B.S. BARREIRINHAS,00931-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405095034,yago,20190219111542,paulo,(  )
528,,113,465,U.B.S. MARIQUITA,00932-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405095054,yago,20190219111905,paulo,(  )
529,,113,465,U.B.S. BARREIRAS,00933-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405095113,yago,20190219112117,paulo,(  )
530,,113,465,U.B.S. PLACAS,00934-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405095131,yago,20190219112506,paulo,(  )
531,,113,465,U.B.S. MAGU CANA BRAVA,00935-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405095158,yago,20190219112655,paulo,(  )
532,,113,465,U.B.S. CANARIAS,00936-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405095213,yago,20190219112930,paulo,(  )
533,,113,465,U.B.S. CARNAUBEIRAS,00937-01,,DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405095229,yago,20190219113050,paulo,(  )
534,,113,465,U.B.S. PORTEIRAS,00938-01,,RUA DAS FLORES,,,CENTRO,65570000,(98)987259934,(  ),ARAIOSESSAUDE@BOL.COM.BR,20220405095246,yago,20190219113234,paulo,(  )
539,,0,527,U.B.S. BANANAL,00943-01,,R. SÃO PEDRO,00,,CENTRO,65928000,(  ),(  ),,20190219121803,hiago,20190219121803,hiago,(  )
540,,0,527,U.B.S. RIBEIRÃOZINHO DA ROÇA,00944-01,,AV. FIQUENE,00,,RIBEIRÃOZINHO DA ROÇA,65928000,(  ),(  ),,20190219122015,hiago,20190219122015,hiago,(  )
541,,0,527,U.B.S. ALMERINDA CARDOSO DA SILVA,00945-01,,R. SÃO JOÃO ,00,, VILA EURICO,65928000,(  ),(  ),,20190219122148,hiago,20190219122148,hiago,(  )
542,,0,527,U.B.S. GAMELEIRA,00946-01,,R. SÃO FRANCISCO,0,,CENTRO,65928000,(  ),(  ),,20190219122300,hiago,20190219122300,hiago,(  )
543,,0,527,U.B.S. MANOEL NUNES DA SILVA NETO,00947-01,,R. IMPERATRIZ II,00,,VILA GATATA,65928000,(  ),(  ),,20190219122435,hiago,20190219122435,hiago,(  )
544,,0,480,U.B.S. CENTRO DE SAUDE SANTO ANTONIO,00948-01,,R. CAPITÃO JOSE CASTRO,00,,CENTRO,65248000,(  ),(  ),,20190219122954,hiago,20190219122954,hiago,(  )
551,,124,506,BAIRRO DA CRUZ / SÃO JOSÉ,00955-01,,CORRENTE,S/N,,CENTRO,65500000,(98)991635880,(  ),SIMONE.SOUSA-SILVA@HOTMAIL.COM,20190220081944,paulo,20190220080944,paulo,(  )
576,,0,566,U.B.S.F. MALHADA ALTA,00981-01,,R. MALHADA ALTA,00,,CENTRO,65545000,(  ),(  ),,20190221082230,hiago,20190221082230,hiago,(  )
579,,0,566,U.B.S.F. DE FREXEIRAS,01002-01,,POV. FREXEIRAS,00,,Z. RURAL,65545000,(  ),(  ),,20190221083521,hiago,20190221083521,hiago,(  )
580,,0,566,U.B.S.F. DE SITIO DO MEIO,01003-01,,POV. SITIO DO MEIO,00,,Z. RURAL,65545000,(  ),(  ),,20190221083824,hiago,20190221083824,hiago,(  )
581,,0,566,U.B.S.F. DE RETIRO,01004-01,,POV. RETIRO,00,,Z. RURAL,65545000,(  ),(  ),,20190221084004,hiago,20190221084004,hiago,(  )
582,,139,518,U.B.S. SANTANA,00984-01,,ASSENTAMENTO BRAÇO FORTE,S/N,,ZONA RURAL,65975000,(99)992234762,(  ),FRANCIARA.ITZ@HOTMAIL.COM,20190221084419,paulo,20190221084419,paulo,(  )
106,,36,518,U.B.S. CIBRAZEM,00703-01,5284430,BRASIL,,,VILA CIBRAZEM,65975000,(99)991591260,(  ),ARYANNE-OLIVEIRA@OUTLOOK.COM,20190221085008,paulo,20170908095401,Implantação,(  )
585,,36,539,U.B.S. VILA CAFETEIRA,01007-01,,da Liberdade,34,,Vila Cafeteira,65911500,(  ),(  ),,20220408113916,yago,20190221085048,hiago,(  )
538,,113,506,U.B.S. CORRENTE II,00942-01,,RUA JUCELINO KUBITSCHEK,,,CORRENTE II,65500000,(98)991823326,(  ),ENFMARCIELLY@GMAIL.COM,20220111122706,yago,20190219120848,paulo,(  )
545,,113,506,U.B.S. BAIRRO NOVO,00949-01,,PROJETADA,,,B NOVO,65500000,(98)981434313,(  ),HANNA_PESSOA@HOTMAIL.COM,20220111122726,yago,20190220074342,paulo,(98)991968726
546,,69,506,U.B.S. ELSON DE MELO OLIVEIRA - BOA VISTA,00950-01,,MA 230,,,BOA VISTA,65500000,(98)982090915,(  ),ELLENCRISTINA29@HOTMAIL.COM,20220111122744,yago,20190220075214,paulo,(  )
547,,124,506,U.B.S. CORRENTE I,00951-01,,DA CORRENTE,S/N,,CENTRO,65500000,(98)981003520,(  ),,20220111122759,yago,20190220075505,paulo,(  )
549,,113,506,U.B.S. TIGELA,00953-01,,FRANCISCO RIBEIRO DE AGUIAR,S/N,,TIGELA,65500000,(98)981377383,(  ),GILIANNEAMANDA@HOTMAIL.COM,20220111122827,yago,20190220080406,paulo,(  )
550,,36,506,U.B.S. AREAL,00954-01,,JOSÉ SARNEY,S/N,,AREAL,65500000,(98)991420812,(  ),NAYKA_SILVA@HOTMAIL.COM,20220111122844,yago,20190220080642,paulo,(  )
552,,124,506,U.B.S. CATERPILER,00956-01,,DA ALEGRIA,S/N,,POSTO CATERPILER,65500000,(98)992230477,(  ),ELLENAGUIAR.EDSA@HOTMAIL.COM,20220111122858,yago,20190220081356,paulo,(  )
553,,124,506,HOSP. ANTONIO PONTES DO AGUIAR,00957-01,,JOÃO LOPES,S/N,,CENTRO,65500000,(98)991831678,(  ),,20220111122932,yago,20190220082236,paulo,(  )
555,,113,506,U.B.S. JOSÉ DE SOUSA ALMEIDA ,00959-01,,JOÃO DE DEUS LAGO CASTELO BRANCO,S/N,,CAMPO VELHO,65500000,(98)991498109,(  ),,20220111123004,yago,20190220090644,paulo,(  )
556,,113,506,U.B.S. CAIC,00960-01,,PROJETADA,,,AREAL,65500000,(98)991854387,(  ),AYNOA.ANDRADE@GMAIL.COM,20220111123022,yago,20190220091502,paulo,(  )
557,,113,659,U.B.S. MONTE CASTELO,00961-01,5476968,PRINCIPAL,,,CENTRO,65580000,(86)995884500,(  ),JESSICA-FACULDADE@HOTMAIL.COM,20220407090100,yago,20190220092837,paulo,(  )
563,,36,659,U.B.S. CAJAZEIRAS,00967-01,6330215,PRINCIPAL,,,POV. CAJAZEIRAS,65580000,(86)994163999,(  ),TAMLINHARES2@HOTMAIL.COM,20220407090235,yago,20190220100348,paulo,(  )
564,,113,659,U.B.S. BOM GOSTO,00968-01,2463792,JOAQUIM LUIS SOARES,,,POV. BOM GOSTO,65580000,(98)985308614,(  ),HENDERSONN@HOTMAIL.COM,20220407090250,yago,20190220102949,paulo,(  )
565,,69,659,U.B.S. BARRO DURO II,00969-01,2463857,MA 034,,,CENTRO,65580000,(98)996093262,(  ),AMAPRO.MAGALHAES@HOTMAIL.COM,20220407090335,yago,20190220103251,paulo,(  )
566,,113,659,U.B.S. BARRA,00970-01,5476984,DR PAULO RAMOS,,,CENTRO,65580000,(86)999457074,(  ),YARA.ANGEL@HOTMAIL.COM,20220407090350,yago,20190220103513,paulo,(  )
567,,69,659,U.B.S. BARRO DURO I,00971-01,,MA - 034,,,CENTRO,65580000,(98)988928498,(  ),AMANDA06MATOS@HOTMAIL.COM,20220407090405,yago,20190220104919,paulo,(  )
570,,139,659,U.B.S. SERIEMA,00974-01,2463849,SERIEMA,,,ZONA RURAL,65580000,(86)999630010,(  ),M_FRODRIGUES@HOTMAIL.COM,20220407090506,yago,20190220111001,paulo,(  )
571,,139,659,U.B.S. TUTOIA VELHA,00975-01,2463830,TUTOIA VELHA,,,ZONA RURAL,65580000,(98)996110011,(  ),,20220407090525,yago,20190220111301,paulo,(  )
572,,113,659,U.B.S. SÃO JOSÉ,00976-01,,RUA PRINCIPAL BAIRRO,,,SÃO JOSÉ,65580000,(98)999950672,(  ),,20220407090543,yago,20190220113157,paulo,(  )
573,,113,659,U.B.S. JARDIM,00978-01,2463814,PRINCIPAL,,,CENTRO,65580000,(86)994751038,(  ),GISELEANDRADE2003@HOTMAIL.COM,20220407090601,yago,20190220115006,paulo,(  )
584,,113,539,U.B.S. NOVA IMPERATRIZ,01006-01,,Sousa Lima,00,,Nova Imperatriz,65907150,(  ),(  ),,20220408113857,yago,20190221084718,hiago,(  )
554,,124,506,U.B.S. RENATO LIRA,00958-01,,COELHO,01,,CENTRO,65500000,(98)991552949,(  ),MAYANE.ARODRIGUES@HOTMAIL.COM,20230613112254,yago,20190220082535,paulo,(  )
586,,113,539,U.B.S. CENTRO NOVO,01008-01,,Bayma Júnior,00,,Boca da Mata,65917173,(  ),(  ),,20190221085341,hiago,20190221085341,hiago,(  )
588,,113,518,U.B.S JOSÉ DE RIBAMAR FERREIRA SANTOS,00985-01,,SATURNO,S/N,,CENTRO,65975000,(99)992029857,(  ),LO.MACEDO@HOTMAIL.COM,20190221090942,paulo,20190221090942,paulo,(  )
590,,0,488,U.B.S. BARRO BRANCO,01011-01,,POV. BARRO BRANCO,00,,Z. RURAL,65515000,(  ),(  ),,20190221091311,hiago,20190221091311,hiago,(  )
589,,0,488,U.B.S. BAIXÃO DO CEDRO,01010-01,,POV. BAIXÃO DO CEDRO,00,,Z. RURAL,65515000,(  ),(  ),,20190221091441,hiago,20190221091110,hiago,(  )
591,,0,488,U.B.S. DE CABECEIRAS,01012-01,,POV. CABECEIRAS,00,,Z. RURAL,65515000,(  ),(  ),,20190221092149,hiago,20190221092149,hiago,(  )
592,,0,488,U.B.S. DE MOCAMBINHO,01013-01,,POV. MOCAMBINHO,00,,Z. RURAL,65515000,(  ),(  ),,20190221092342,hiago,20190221092342,hiago,(  )
593,,0,488,U.B.S. DE PITOMBEIRA,01014-01,,POV. PITOMBEIRA,00,,Z. RURAL,65515000,(  ),(  ),,20190221092441,hiago,20190221092441,hiago,(  )
594,,0,488,U.B.S. BACURI DO NESTOR,01015-01,,POV. BACURI DO NESTOR,00,,Z. RURAL,65515000,(  ),(  ),,20190221092608,hiago,20190221092608,hiago,(  )
595,,0,488,U.B.S. DE MARRUAZINHO,01016-01,,POV. MARRUAZINHO,00,,Z. RURAL,65515000,(  ),(  ),,20190221092709,hiago,20190221092709,hiago,(  )
596,,113,518,U.B.S LUIZ HELIO,00986-01,,ROSEANA SARNEY,S/N,,CENTRO,65975000,(99)991655442,(  ),LAISE-BARROS@HOTMAIL.COM,20190221092853,paulo,20190221092749,paulo,(  )
493,,113,571,U.B.S. VILA ANGICAL,00897-01,,R. PRINCIPAL,S/N,,VILA ANGICAL,65936000,(99)984270265,(  ),CAMILA_FIALHO@MSN.COM,20190221101247,paulo,20190218123002,hiago,(  )
259,,113,621,HOSP SÃO BENTO,00405-01,,FELIPE CANDURU,S/N,,CENTRO,65235000,(99)991417671,(  ),HELENREGINA342@GMAIL.COM,20190221102631,paulo,20170908095401,Implantação,(99)988256654
597,,124,621,OUTRA BANDA,00987-01,,DA CRUZ,S/N,,CENTRO,65235000,(99)987219297,(  ),,20190221102845,paulo,20190221102845,paulo,(  )
598,,0,553,U.B.S. SEDE,01017-01,,R. 21 DE ABRIL ,00,,CENTRO,65718000,(  ),(  ),,20190221103150,hiago,20190221103150,hiago,(  )
577,,113,614,U.B.S. DOS TRÊS IRMÃOS,00982-01,,RUA DO COMERCIO,S/N,,CENTRO,65272000,(98)996093817,(  ),GLAUCIANEFSR@GMAIL.COM,20190329090728,carliane,20190221082625,paulo,(  )
601,,0,656,U.B.S. MARIA AMOR DO CEU,01020-01,,POV. IPU-IRU,00,,Z. RURAL,65763000,(  ),(  ),,20190221113940,hiago,20190221113940,hiago,(  )
602,,0,656,U.B.S. MARIA DO SOCORRO BILIO,01021-01,,POV. BELEM,00,,Z. RURAL,65763000,(  ),(  ),,20190221114122,hiago,20190221114122,hiago,(  )
603,,0,656,U.B.S. JOSE BIBI,01022-01,,POV. JOAQUIM DOS MELOS,00,,Z. RURAL,65763000,(  ),(  ),,20190221114221,hiago,20190221114221,hiago,(  )
168,,113,554,UBS MARTINS PIMENTEL,00723-01,6687032,MARANHAO,S/N,,CENTRO,65937000,(99)984464291,(  ),LOURDES_SRIBEIRO22@HOTMAIL.COM,20190221115233,paulo,20170908095401,Implantação,(  )
607,,0,471,U.B.S. NAZARE BORGES PEREIRA,01024-01,,POV. SÃO PAULO,00,,Z. RURAL,65270000,(  ),(  ),,20190222074743,hiago,20190222074743,hiago,(  )
609,,0,471,U.B.S. CAMPINHO,01026-01,,AV. CANDIDA MAFRA ,00,,CENTRO,56270000,(  ),(  ),,20190222075150,hiago,20190222075150,hiago,(  )
610,,0,471,U.B.S. ROSINHA MOREIRA,01027-01,,POV. TRAJANO,00,,Z. RURAL,65270000,(  ),(  ),,20190222075241,hiago,20190222075241,hiago,(  )
611,,0,471,U.B.S. MARIA CLARA PEREIRA,01028-01,,AV. PRINCIPAL,00,,CENTRO,65270000,(  ),(  ),,20190222075344,hiago,20190222075344,hiago,(  )
612,,0,597,U.B.S. PROF. MARIA DO SOCORRO,01029-01,,AV. DALETIM AGUIAR,00,,ENTRONCAMENTO,65970000,(  ),(  ),,20190222081005,hiago,20190222081005,hiago,(  )
613,,0,597,U.B.S. SÃO FRANCISCO,01030-01,,R. MATO GROSSO,00,,SÃO FRANCISCO,65970000,(  ),(  ),,20190222081053,hiago,20190222081053,hiago,(  )
615,,0,597,U.B.S. CORINA,01032-01,,R. ADALTO MOREIRA,00,,CENTRO,65970000,(  ),(  ),,20190222081316,hiago,20190222081316,hiago,(  )
616,,0,597,U.B.S. MARAVILHA,01033-01,,R. 02,00,,ASSENT. MARAVILHA,65970000,(  ),(  ),,20190222081435,hiago,20190222081435,hiago,(  )
617,,0,597,U.B.S. CICERO MARINHO DE MOURA,01034-01,,"BR MA 335, POV. COITE",00,,Z. RURAL,65970000,(  ),(  ),,20190222081541,hiago,20190222081541,hiago,(  )
618,,0,597,U.B.S. SÃO RAIMUNDO,01035-01,,BR-226,00,,Z. RURAL,65970000,(  ),(  ),,20190222081625,hiago,20190222081625,hiago,(  )
619,,0,597,U.B.S. CENTRO,01036-01,,R. ADALTO MOREIRA,00,,CENTRO,65970000,(  ),(  ),,20190222081749,hiago,20190222081749,hiago,(  )
537,,36,530,U.B.S. NEWTON BELLO,00941-01,,AVENIDA NEZINHO BRANDÃO,S/N,,CENTRO,65363000,(98)982866643,(  ),GLAUDUARTECOSTA@GMAIL.COM,20220624123516,yago,20190219115733,paulo,(  )
578,,36,614,U.B.S. MONTE DOURADO,00983-01,,JOÃO MORAIS DE SOUSA,S/N,,CENTRO,65272000,(98)999845118,(  ),DAYANNA_FERRAZ15@HOTMAIL.COM,20210903094746,yago,20190221082949,paulo,(  )
604,,113,614,U.B.S. ALTO ABEL,00988-01,,DO COMERCIO,00,,CENTRO,65272000,(99)99331395,(  ),FRANCISCAFPS1997@GMAIL.COM,20210903094808,yago,20190221121801,paulo,(  )
605,,36,614,U.B.S. VL SANTO ESTEVÃO,00989-01,,PROF. JOÃO MORAIS DE SOUSA,00,,CENTRO,65272000,(86)988788767,(  ),MAYARA_PRISCILLA@HOTMAIL.COM,20210903094842,yago,20190221121957,paulo,(  )
600,,0,487,U.B.S. IGARAPÉ DO MEIO,01019-01,,R. PRINCIPAL,00,,POV. IGARAPÉ DO MEIO,65315000,(98)991730797,(  ),,20211221111106,yago,20190221113531,hiago,(  )
599,,0,487,U.B.S. DE PALESTINA,01018-01,,R. PRINCIPAL,00,,POV. PALESTINA,65315000,(98)991730797,(  ),,20211221111138,yago,20190221113319,hiago,(  )
606,,0,471,U.B.S. IRMÃ CLARA,01023-01,,R. PRESD. KENNEDY,00,,CENTRO,65270000,(  ),(  ),,20211228095629,yago,20190222074644,hiago,(  )
608,,0,471,U.B.S. JOSE LIMA ,01025-01,,POV. PORTUGAL,,,Z. RURAL,65270000,(  ),(  ),,20211228095752,yago,20190222075033,hiago,(  )
614,,0,597,U.B.S. VILA LOBÃO CARMELINA,01031-01,,R. ESPLANADA,00,,V. LOBÃO,65970000,(  ),(  ),,20220114121207,yago,20190222081221,hiago,(  )
